symbol,sector,industry,exchange,market_cap_B
DGHI,Financial Services,Capital Markets,NCM,0.11
DLHC,Industrials,Specialty Business Services,NCM,0.11
CEP,Financial Services,Shell Companies,NGM,0.11
BSBK,Financial Services,Banks - Regional,NCM,0.1
PIII,Healthcare,Medical Care Facilities,NCM,0.1
RRGB,Consumer Cyclical,Restaurants,NMS,0.1
PWUP,Financial Services,Shell Companies,NGM,0.1
FNWB,Financial Services,Banks - Regional,NGM,0.1
PFX,Financial Services,Asset Management,NGM,0.1
HLVX,Healthcare,Biotechnology,NMS,0.1
DSY,Consumer Defensive,Household & Personal Products,NGM,0.1
SKYE,Healthcare,Biotechnology,NGM,0.1
AE,Energy,Oil & Gas Refining & Marketing,ASE,0.1
OPRX,Healthcare,Health Information Services,NCM,0.1
OPTT,Industrials,Specialty Industrial Machinery,ASE,0.1
PPYA,Financial Services,Shell Companies,NCM,0.1
MAXN,Technology,Solar,NMS,0.1
EVGR,Financial Services,Shell Companies,NGM,0.1
HNW,Financial Services,Asset Management,NYQ,0.1
HNNA,Financial Services,Asset Management,NGM,0.1
VIGL,Healthcare,Biotechnology,NMS,0.1
PETS,Healthcare,Pharmaceutical Retailers,NMS,0.1
THCH,Consumer Cyclical,Restaurants,NCM,0.1
MLSS,Healthcare,Medical Instruments & Supplies,ASE,0.1
DLTH,Consumer Cyclical,Apparel Retail,NMS,0.1
STEM,Utilities,Utilities - Renewable,NYQ,0.1
VRA,Consumer Cyclical,Footwear & Accessories,NMS,0.1
TBMC,Financial Services,Shell Companies,NGM,0.1
TAYD,Industrials,Specialty Industrial Machinery,NCM,0.1
ATLX,Basic Materials,Other Industrial Metals & Mining,NCM,0.1
SATX,Technology,Communication Equipment,ASE,0.1
IGI,Financial Services,Asset Management,NYQ,0.1
IMPP,Energy,Oil & Gas Midstream,NCM,0.1
NB,Basic Materials,Other Industrial Metals & Mining,NGM,0.1
NMI,Financial Services,Asset Management,NYQ,0.1
GDL,Financial Services,Asset Management,NYQ,0.1
CHMI,Real Estate,REIT - Mortgage,NYQ,0.1
MNOV,Healthcare,Biotechnology,NGM,0.1
MHLD,Financial Services,Insurance - Reinsurance,NCM,0.1
MGX,Healthcare,Biotechnology,NMS,0.1
CAMP,Healthcare,Biotechnology,NGM,0.1
TELA,Healthcare,Medical Devices,NGM,0.1
PBHC,Financial Services,Banks - Regional,NCM,0.1
ELVA,Industrials,Electrical Equipment & Parts,NCM,0.1
MGF,Financial Services,Asset Management,NYQ,0.1
JLS,Financial Services,Asset Management,NYQ,0.1
KNDI,Consumer Cyclical,Auto Parts,NMS,0.1
FONR,Healthcare,Diagnostics & Research,NCM,0.1
ERH,Financial Services,Asset Management,ASE,0.1
GLAC,Financial Services,Shell Companies,NGM,0.1
AFJK,Financial Services,Shell Companies,NGM,0.1
COYA,Healthcare,Biotechnology,NCM,0.1
SOL,Technology,Solar,NYQ,0.1
SND,Energy,Oil & Gas Equipment & Services,NMS,0.1
CNTY,Consumer Cyclical,Resorts & Casinos,NCM,0.1
FBRX,Healthcare,Biotechnology,NCM,0.1
GGZ,Financial Services,Asset Management,NYQ,0.1
GCTS,Technology,Semiconductors,NYQ,0.1
WW,Consumer Cyclical,Personal Services,NMS,0.09
MASS,Healthcare,Medical Devices,NGM,0.09
AVTX,Healthcare,Biotechnology,NCM,0.09
WRAP,Technology,Scientific & Technical Instruments,NCM,0.09
AGEN,Healthcare,Biotechnology,NCM,0.09
BKHA,Financial Services,Shell Companies,NGM,0.09
ORMP,Healthcare,Biotechnology,NCM,0.09
CNF,Financial Services,Mortgage Finance,NYQ,0.09
LINK,Technology,Electronic Components,NCM,0.09
XTNT,Healthcare,Medical Devices,ASE,0.09
ADVM,Healthcare,Biotechnology,NCM,0.09
YXT,Technology,Software - Application,NGM,0.09
CODA,Industrials,Aerospace & Defense,NCM,0.09
GNT,Financial Services,Asset Management,NYQ,0.09
ZENA,Technology,Software - Infrastructure,NCM,0.09
RECT,Consumer Cyclical,Specialty Retail,NCM,0.09
SNT,Industrials,Security & Protection Services,NGM,0.09
HSPO,Financial Services,Shell Companies,NCM,0.09
CMU,Financial Services,Asset Management,NYQ,0.09
PAVS,Consumer Defensive,Packaged Foods,NCM,0.09
ASMB,Healthcare,Biotechnology,NMS,0.09
CBAT,Industrials,Electrical Equipment & Parts,NCM,0.09
SY,Healthcare,Health Information Services,NGM,0.09
IH,Consumer Defensive,Education & Training Services,NYQ,0.09
SHMD,Industrials,Specialty Industrial Machinery,NGM,0.09
SHIM,Industrials,Engineering & Construction,NCM,0.09
GLU,Financial Services,Asset Management,ASE,0.09
VMCA,Financial Services,Shell Companies,NGM,0.09
WIMI,Communication Services,Advertising Agencies,NGM,0.09
FOSL,Consumer Cyclical,Footwear & Accessories,NMS,0.09
FSHP,Financial Services,Shell Companies,NGM,0.09
DBVT,Healthcare,Biotechnology,NCM,0.09
WKEY,Technology,Semiconductors,NGM,0.09
IMAB,Healthcare,Biotechnology,NGM,0.09
MDXH,Healthcare,Diagnostics & Research,NCM,0.09
ALTS,Technology,Software - Application,NCM,0.09
GAN,Consumer Cyclical,Gambling,NCM,0.09
VGI,Financial Services,Asset Management,NYQ,0.09
NTRB,Healthcare,Biotechnology,NCM,0.09
IVCA,Financial Services,Shell Companies,NGM,0.09
MCHX,Communication Services,Advertising Agencies,NMS,0.09
INZY,Healthcare,Biotechnology,NMS,0.09
THM,Basic Materials,Gold,ASE,0.09
EDAP,Healthcare,Medical Distribution,NGM,0.09
HLP,Basic Materials,Steel,NCM,0.09
BYNO,Financial Services,Shell Companies,NCM,0.09
WCT,Technology,Software - Application,NCM,0.09
ABOS,Healthcare,Biotechnology,NMS,0.09
IROH,Financial Services,Shell Companies,NGM,0.09
ANIX,Healthcare,Biotechnology,NCM,0.09
BZFD,Communication Services,Internet Content & Information,NCM,0.09
DYCQ,Financial Services,Shell Companies,NGM,0.09
IMUX,Healthcare,Biotechnology,NMS,0.09
GUTS,Healthcare,Biotechnology,NGM,0.09
PYXS,Healthcare,Biotechnology,NMS,0.09
GORV,Consumer Cyclical,Auto & Truck Dealerships,NCM,0.09
STG,Consumer Defensive,Education & Training Services,NYQ,0.09
ENTX,Healthcare,Biotechnology,NCM,0.09
LODE,Basic Materials,Other Precious Metals & Mining,ASE,0.09
ALOT,Technology,Computer Hardware,NGM,0.09
ALGS,Healthcare,Biotechnology,NCM,0.09
MGRM,Healthcare,Medical Devices,NCM,0.09
MGYR,Financial Services,Banks - Regional,NGM,0.09
NOEMU,Financial Services,Shell Companies,NGM,0.09
TRX,Basic Materials,Gold,ASE,0.09
CBUS,Healthcare,Biotechnology,NCM,0.09
BRID,Consumer Defensive,Packaged Foods,NGM,0.09
IHD,Financial Services,Asset Management,NYQ,0.09
IGMS,Healthcare,Biotechnology,NMS,0.09
DTSQ,Financial Services,Shell Companies,NGM,0.09
IVAC,Industrials,Specialty Industrial Machinery,NMS,0.09
CUE,Healthcare,Biotechnology,NCM,0.09
AXTI,Technology,Semiconductor Equipment & Materials,NMS,0.09
JSPR,Healthcare,Biotechnology,NCM,0.09
KF,Financial Services,Asset Management,NYQ,0.09
VFF,Consumer Defensive,Farm Products,NCM,0.09
VIOT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NMS,0.09
KLXE,Energy,Oil & Gas Equipment & Services,NMS,0.09
FMN,Financial Services,Asset Management,NYQ,0.09
USAU,Basic Materials,Gold,NCM,0.09
HUHU,Industrials,Specialty Industrial Machinery,NCM,0.09
RVPH,Healthcare,Biotechnology,NCM,0.09
LSBK,Financial Services,Banks - Regional,NGM,0.09
CTOR,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,0.09
PGP,Financial Services,Asset Management,NYQ,0.09
OPTX,Technology,Electronic Components,NCM,0.08
AIRG,Technology,Communication Equipment,NCM,0.08
RANI,Healthcare,Biotechnology,NGM,0.08
SQNS,Technology,Semiconductors,NYQ,0.08
SOHON,Real Estate,REIT - Hotel & Motel,NGM,0.08
SOHOO,Real Estate,REIT - Hotel & Motel,NGM,0.08
SMXT,Technology,Solar,NGM,0.08
SNAL,Communication Services,Electronic Gaming & Multimedia,NCM,0.08
SPWH,Consumer Cyclical,Specialty Retail,NMS,0.08
SOHOB,Real Estate,REIT - Hotel & Motel,NGM,0.08
KPTI,Healthcare,Biotechnology,NMS,0.08
YSXT,Industrials,Specialty Business Services,NCM,0.08
NXC,Financial Services,Asset Management,NYQ,0.08
VERU,Healthcare,Biotechnology,NCM,0.08
AITR,Financial Services,Shell Companies,NCM,0.08
GCV,Financial Services,Asset Management,NYQ,0.08
CEE,Financial Services,Asset Management,NYQ,0.08
EPIX,Healthcare,Biotechnology,NCM,0.08
MCTR,Communication Services,Advertising Agencies,NCM,0.08
OKUR,Healthcare,Biotechnology,NGM,0.08
RBOT,Healthcare,Medical Devices,NYQ,0.08
GDO,Financial Services,Asset Management,NYQ,0.08
DIT,Consumer Defensive,Food Distribution,ASE,0.08
DTF,Financial Services,Asset Management,NYQ,0.08
HYPR,Healthcare,Medical Devices,NGM,0.08
TPIC,Industrials,Specialty Industrial Machinery,NGM,0.08
DERM,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,0.08
SUUN,Utilities,Utilities - Renewable,NGM,0.08
CVGI,Consumer Cyclical,Auto Parts,NMS,0.08
DTSQU,Financial Services,Shell Companies,NGM,0.08
WPRT,Consumer Cyclical,Auto Parts,NMS,0.08
SFWL,Industrials,Integrated Freight & Logistics,NCM,0.08
HGBL,Financial Services,Capital Markets,NCM,0.08
LEE,Communication Services,Publishing,NMS,0.08
ME,Healthcare,Diagnostics & Research,NCM,0.08
GRWG,Consumer Cyclical,Specialty Retail,NCM,0.08
ALXO,Healthcare,Biotechnology,NMS,0.08
GALT,Healthcare,Biotechnology,NCM,0.08
BLUE,Healthcare,Biotechnology,NMS,0.08
PCM,Financial Services,Asset Management,NYQ,0.08
SCLX,Healthcare,Drug Manufacturers - General,NCM,0.08
PNI,Financial Services,Asset Management,NYQ,0.08
ATMC,Financial Services,Shell Companies,NGM,0.08
ESP,Industrials,Electrical Equipment & Parts,ASE,0.08
CHCI,Real Estate,Real Estate - Diversified,NCM,0.08
SGA,Communication Services,Broadcasting,NGM,0.08
TISI,Industrials,Specialty Business Services,NYQ,0.08
DM,Technology,Computer Hardware,NYQ,0.08
MAYS,Real Estate,Real Estate Services,NCM,0.08
ASRT,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,0.08
AUBN,Financial Services,Banks - Regional,NGM,0.08
AUID,Technology,Software - Infrastructure,NCM,0.08
JVSA,Financial Services,Shell Companies,NCM,0.08
FCO,Financial Services,Asset Management,ASE,0.08
TNYA,Healthcare,Biotechnology,NMS,0.08
DMA,Financial Services,Asset Management,NYQ,0.08
VTGN,Healthcare,Biotechnology,NCM,0.08
FSI,Basic Materials,Specialty Chemicals,ASE,0.08
TNXP,Healthcare,Biotechnology,NCM,0.08
TOI,Healthcare,Medical Care Facilities,NCM,0.08
PHUN,Technology,Software - Application,NCM,0.08
LATG,Financial Services,Shell Companies,NGM,0.08
ICAD,Healthcare,Medical Devices,NCM,0.08
USEG,Energy,Oil & Gas E&P,NCM,0.08
MRSN,Healthcare,Biotechnology,NMS,0.08
OSS,Technology,Computer Hardware,NCM,0.08
MSSA,Financial Services,Shell Companies,NGM,0.08
INVE,Industrials,Building Products & Equipment,NCM,0.08
EURK,Financial Services,Shell Companies,NCM,0.08
VGZ,Basic Materials,Gold,ASE,0.08
AVTE,Healthcare,Biotechnology,NGM,0.08
ICLK,Communication Services,Advertising Agencies,NGM,0.08
ANL,Healthcare,Biotechnology,NGM,0.08
JEQ,Financial Services,Asset Management,NYQ,0.08
RPID,Healthcare,Medical Devices,NCM,0.08
LSF,Consumer Defensive,Packaged Foods,ASE,0.08
IROQ,Financial Services,Banks - Regional,NCM,0.08
INO,Healthcare,Biotechnology,NCM,0.08
YHNAU,Financial Services,Shell Companies,NGM,0.08
ADAG,Healthcare,Biotechnology,NGM,0.08
ACET,Healthcare,Biotechnology,NGM,0.07
XGN,Healthcare,Diagnostics & Research,NGM,0.07
OWLT,Healthcare,Health Information Services,NYQ,0.07
SRFM,Industrials,Airlines,NYQ,0.07
OTLK,Healthcare,Biotechnology,NCM,0.07
BYFC,Financial Services,Banks - Regional,NCM,0.07
TLSA,Healthcare,Biotechnology,NCM,0.07
PGZ,Financial Services,Asset Management,NYQ,0.07
TDTH,Technology,Information Technology Services,NCM,0.07
IKNA,Healthcare,Biotechnology,NGM,0.07
FDSB,Financial Services,Banks - Regional,NCM,0.07
CSLM,Financial Services,Shell Companies,NCM,0.07
CTMX,Healthcare,Biotechnology,NMS,0.07
IOR,Financial Services,Mortgage Finance,ASE,0.07
INUV,Technology,Software - Application,ASE,0.07
LASE,Industrials,Specialty Industrial Machinery,NCM,0.07
FORA,Healthcare,Health Information Services,NCM,0.07
GLV,Financial Services,Asset Management,ASE,0.07
QNCX,Healthcare,Biotechnology,NMS,0.07
CULP,Consumer Cyclical,Textile Manufacturing,NYQ,0.07
LRFC,Financial Services,Asset Management,NMS,0.07
GWH,Industrials,Electrical Equipment & Parts,NYQ,0.07
CEV,Financial Services,Asset Management,NYQ,0.07
NDLS,Consumer Cyclical,Restaurants,NMS,0.07
WFCF,Technology,Software - Application,NCM,0.07
ARMP,Healthcare,Biotechnology,ASE,0.07
APLT,Healthcare,Biotechnology,NGM,0.07
NSPR,Healthcare,Medical Devices,NCM,0.07
HOUR,Consumer Cyclical,Internet Retail,NCM,0.07
IPSC,Healthcare,Biotechnology,NMS,0.07
BNR,Healthcare,Diagnostics & Research,NGM,0.07
FUSB,Financial Services,Banks - Regional,NCM,0.07
TBNK,Financial Services,Banks - Regional,NMS,0.07
CATO,Consumer Cyclical,Apparel Retail,NYQ,0.07
MIND,Technology,Scientific & Technical Instruments,NCM,0.07
NKLA,Industrials,Farm & Heavy Construction Machinery,NMS,0.07
GSIT,Technology,Semiconductors,NMS,0.07
RGT,Financial Services,Asset Management,NYQ,0.07
RGLS,Healthcare,Biotechnology,NCM,0.07
PED,Energy,Oil & Gas E&P,ASE,0.07
CCG,Communication Services,Internet Content & Information,NCM,0.07
SCWO,Industrials,Pollution & Treatment Controls,NCM,0.07
IAE,Financial Services,Asset Management,NYQ,0.07
NCSM,Energy,Oil & Gas Equipment & Services,NCM,0.07
THTX,Healthcare,Biotechnology,NCM,0.07
FNGR,Communication Services,Telecom Services,NCM,0.07
VTSI,Technology,Software - Application,NCM,0.07
CXH,Financial Services,Asset Management,NYQ,0.07
CNTX,Healthcare,Biotechnology,NCM,0.07
FAT,Consumer Cyclical,Restaurants,NCM,0.07
ASYS,Technology,Semiconductor Equipment & Materials,NMS,0.07
ICCM,Healthcare,Medical Devices,NCM,0.07
TETE,Financial Services,Shell Companies,NGM,0.07
BYSI,Healthcare,Biotechnology,NCM,0.07
EURKU,Financial Services,Shell Companies,NCM,0.07
YTRA,Consumer Cyclical,Travel Services,NCM,0.07
ICCH,Financial Services,Insurance - Specialty,NCM,0.07
CLSD,Healthcare,Biotechnology,NGM,0.07
INCR,Healthcare,Drug Manufacturers - Specialty & Generic,NGM,0.07
YYGH,Consumer Cyclical,Personal Services,NCM,0.07
LITM,Basic Materials,Other Industrial Metals & Mining,NCM,0.07
RMTI,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,0.07
ANVS,Healthcare,Biotechnology,NYQ,0.07
PMVP,Healthcare,Biotechnology,NMS,0.07
RAND,Financial Services,Asset Management,NCM,0.07
UBCP,Financial Services,Banks - Regional,NCM,0.07
ALAR,Technology,Software - Infrastructure,NCM,0.07
HBIO,Healthcare,Medical Instruments & Supplies,NGM,0.07
VANI,Healthcare,Biotechnology,NCM,0.07
AIRE,Real Estate,Real Estate Services,NCM,0.07
CVU,Industrials,Aerospace & Defense,ASE,0.07
VLT,Financial Services,Asset Management,NYQ,0.07
ELTK,Technology,Electronic Components,NCM,0.07
NMS,Financial Services,Asset Management,NYQ,0.07
VOC,Energy,Oil & Gas E&P,NYQ,0.07
OAKU,Financial Services,Shell Companies,NCM,0.07
GNTA,Healthcare,Biotechnology,NCM,0.06
SOTK,Technology,Scientific & Technical Instruments,NCM,0.06
SST,Industrials,Specialty Business Services,NYQ,0.06
WAI,Financial Services,Capital Markets,NCM,0.06
SACH,Real Estate,REIT - Mortgage,ASE,0.06
BOWN,Financial Services,Shell Companies,NGM,0.06
BRAC,Financial Services,Shell Companies,NGM,0.06
BOTJ,Financial Services,Banks - Regional,NCM,0.06
MATH,Financial Services,Capital Markets,NCM,0.06
MODV,Healthcare,Medical Care Facilities,NMS,0.06
CCEL,Healthcare,Medical Care Facilities,ASE,0.06
KRON,Healthcare,Biotechnology,NMS,0.06
BEDU,Consumer Defensive,Education & Training Services,NYQ,0.06
DTC,Consumer Cyclical,Internet Retail,NYQ,0.06
PRE,Healthcare,Diagnostics & Research,NGM,0.06
FKWL,Technology,Communication Equipment,NCM,0.06
PODC,Communication Services,Internet Content & Information,NCM,0.06
NVNO,Healthcare,Medical Devices,NCM,0.06
BEAT,Healthcare,Health Information Services,NCM,0.06
IOBT,Healthcare,Biotechnology,NMS,0.06
IMRX,Healthcare,Biotechnology,NGM,0.06
NVA,Basic Materials,Other Industrial Metals & Mining,NCM,0.06
CTSO,Healthcare,Medical Devices,NCM,0.06
MYND,Consumer Defensive,Education & Training Services,ASE,0.06
CMTL,Technology,Communication Equipment,NMS,0.06
CRT,Energy,Oil & Gas E&P,NYQ,0.06
WWR,Basic Materials,Other Industrial Metals & Mining,ASE,0.06
OPAD,Real Estate,Real Estate Services,NYQ,0.06
XCH,Industrials,Specialty Industrial Machinery,NGM,0.06
OPTN,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,0.06
OPI,Real Estate,REIT - Office,NMS,0.06
BAYA,Financial Services,Shell Companies,NGM,0.06
BMR,Technology,Software - Application,NCM,0.06
NHTC,Consumer Cyclical,Internet Retail,NCM,0.06
ANEB,Healthcare,Biotechnology,NCM,0.06
FSHPU,Financial Services,Shell Companies,NGM,0.06
RFIL,Industrials,Electrical Equipment & Parts,NGM,0.06
VRCA,Healthcare,Biotechnology,NGM,0.06
AREN,Communication Services,Internet Content & Information,ASE,0.06
GANX,Healthcare,Biotechnology,NGM,0.06
SELF,Real Estate,REIT - Specialty,NCM,0.06
PDSB,Healthcare,Biotechnology,NCM,0.06
ONCY,Healthcare,Biotechnology,NCM,0.06
SWVL,Technology,Software - Application,NCM,0.06
IPWR,Industrials,Electrical Equipment & Parts,NCM,0.06
HPH,Financial Services,Asset Management,NGM,0.06
MDBH,Financial Services,Capital Markets,NCM,0.06
LOOP,Basic Materials,Specialty Chemicals,NGM,0.06
PNF,Financial Services,Asset Management,NYQ,0.06
NSTS,Financial Services,Banks - Regional,NCM,0.06
HOWL,Healthcare,Biotechnology,NMS,0.06
GDHG,Consumer Cyclical,Leisure,NCM,0.06
CLIR,Industrials,Pollution & Treatment Controls,NCM,0.06
RCON,Energy,Oil & Gas Equipment & Services,NCM,0.06
LOAN,Real Estate,REIT - Mortgage,NCM,0.06
APYX,Healthcare,Medical Devices,NMS,0.06
APT,Industrials,Building Products & Equipment,ASE,0.06
BUJA,Financial Services,Shell Companies,NCM,0.06
NEUE,Healthcare,Healthcare Plans,NYQ,0.06
BRFH,Consumer Defensive,Beverages - Non-Alcoholic,NCM,0.06
BMTX,Technology,Software - Application,ASE,0.06
CCLD,Healthcare,Health Information Services,NGM,0.06
HYMC,Basic Materials,Gold,NCM,0.06
RGS,Consumer Cyclical,Personal Services,NGM,0.06
JMM,Financial Services,Asset Management,NYQ,0.06
UNCY,Healthcare,Biotechnology,NCM,0.06
SELX,Technology,Electronic Components,NCM,0.06
KOSS,Technology,Consumer Electronics,NCM,0.06
CLRC,Financial Services,Shell Companies,NGM,0.06
HUBC,Technology,Software - Infrastructure,NGM,0.06
AIRT,Industrials,Conglomerates,NCM,0.06
SUP,Consumer Cyclical,Auto Parts,NYQ,0.06
STTK,Healthcare,Biotechnology,NMS,0.06
TYGO,Technology,Solar,NCM,0.06
BGSF,Industrials,Staffing & Employment Services,NYQ,0.06
KALA,Healthcare,Biotechnology,NCM,0.06
ATHE,Healthcare,Biotechnology,NCM,0.06
GROV,Consumer Defensive,Household & Personal Products,NYQ,0.06
VNRX,Healthcare,Diagnostics & Research,ASE,0.06
MVO,Energy,Oil & Gas E&P,NYQ,0.06
MURA,Healthcare,Biotechnology,NGM,0.06
FGB,Financial Services,Asset Management,NYQ,0.06
BAFN,Financial Services,Banks - Regional,NCM,0.06
BTCS,Financial Services,Capital Markets,NCM,0.06
PRLD,Healthcare,Biotechnology,NMS,0.06
FFIE,Consumer Cyclical,Auto Manufacturers,NCM,0.06
PTHL,Healthcare,Medical Devices,NCM,0.06
FBLG,Healthcare,Biotechnology,NGM,0.06
CNVS,Communication Services,Entertainment,NCM,0.06
PRTS,Consumer Cyclical,Auto Parts,NMS,0.06
FATBB,Consumer Cyclical,Restaurants,NCM,0.06
LUCD,Healthcare,Medical Devices,NCM,0.06
FURY,Basic Materials,Other Industrial Metals & Mining,ASE,0.06
EEA,Financial Services,Asset Management,NYQ,0.06
MKFG,Technology,Computer Hardware,NYQ,0.06
GBBK,Financial Services,Shell Companies,NCM,0.06
CPBI,Financial Services,Banks - Regional,NCM,0.06
INLX,Technology,Software - Application,ASE,0.06
INLF,Industrials,Specialty Industrial Machinery,NCM,0.06
CLST,Financial Services,Banks - Regional,NCM,0.05
SPRO,Healthcare,Biotechnology,NMS,0.05
SPRU,Technology,Solar,NYQ,0.05
ZBAO,Financial Services,Insurance Brokers,NCM,0.05
ACHL,Healthcare,Biotechnology,NCM,0.05
ICCC,Healthcare,Biotechnology,NCM,0.05
OMIC,Healthcare,Medical Instruments & Supplies,NCM,0.05
WAVE,Utilities,Utilities - Renewable,NCM,0.05
AP,Industrials,Metal Fabrication,NYQ,0.05
LTRN,Healthcare,Biotechnology,NCM,0.05
FTII,Financial Services,Shell Companies,NCM,0.05
DUOT,Technology,Software - Application,NCM,0.05
NTZ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYQ,0.05
USIO,Technology,Software - Infrastructure,NGM,0.05
FMY,Financial Services,Asset Management,NYQ,0.05
GTI,Basic Materials,Other Industrial Metals & Mining,NGM,0.05
CNTB,Healthcare,Biotechnology,NGM,0.05
XPL,Basic Materials,Other Industrial Metals & Mining,ASE,0.05
ATRA,Healthcare,Biotechnology,NMS,0.05
FBIO,Healthcare,Biotechnology,NCM,0.05
PRT,Energy,Oil & Gas E&P,NYQ,0.05
AHT,Real Estate,REIT - Hotel & Motel,NYQ,0.05
AGAE,Communication Services,Entertainment,NCM,0.05
AGFY,Industrials,Farm & Heavy Construction Machinery,NCM,0.05
AIXI,Technology,Software - Application,NGM,0.05
BHM,Real Estate,REIT - Residential,ASE,0.05
MESA,Industrials,Airlines,NCM,0.05
JG,Technology,Software - Infrastructure,NCM,0.05
REFR,Technology,Electronic Components,NCM,0.05
IMMX,Healthcare,Biotechnology,NCM,0.05
CFSB,Financial Services,Banks - Regional,NCM,0.05
SHLT,Healthcare,Health Information Services,NCM,0.05
SGRP,Industrials,Specialty Business Services,NCM,0.05
OPXS,Industrials,Aerospace & Defense,NCM,0.05
FGEN,Healthcare,Biotechnology,NMS,0.05
FLNT,Communication Services,Advertising Agencies,NCM,0.05
NXN,Financial Services,Asset Management,NYQ,0.05
FORL,Financial Services,Shell Companies,NCM,0.05
FOXX,Technology,Consumer Electronics,NCM,0.05
ARKR,Consumer Cyclical,Restaurants,NGM,0.05
BIRD,Consumer Cyclical,Apparel Retail,NMS,0.05
RFL,Real Estate,Real Estate Services,NYQ,0.05
ALSA,Financial Services,Shell Companies,NGM,0.05
FTCI,Technology,Solar,NCM,0.05
GBIO,Healthcare,Biotechnology,NMS,0.05
CELU,Healthcare,Biotechnology,NCM,0.05
SDST,Industrials,Electrical Equipment & Parts,NGM,0.05
IDN,Technology,Software - Application,NGM,0.05
NRXP,Healthcare,Biotechnology,NCM,0.05
ALCY,Financial Services,Shell Companies,NCM,0.05
ALRN,Healthcare,Biotechnology,NCM,0.05
KZR,Healthcare,Biotechnology,NCM,0.05
STI,Industrials,Electrical Equipment & Parts,NGM,0.05
CLEU,Consumer Defensive,Education & Training Services,NCM,0.05
MDIA,Communication Services,Broadcasting,NCM,0.05
UONE,Communication Services,Broadcasting,NCM,0.05
UONEK,Communication Services,Broadcasting,NCM,0.05
BDL,Consumer Cyclical,Restaurants,ASE,0.05
BCOW,Financial Services,Banks - Regional,NCM,0.05
UG,Consumer Defensive,Household & Personal Products,NGM,0.05
UCL,Communication Services,Telecom Services,NGM,0.05
TCBS,Financial Services,Banks - Regional,NCM,0.05
IGTA,Financial Services,Shell Companies,NCM,0.05
RGC,Healthcare,Drug Manufacturers - Specialty & Generic,NCM,0.05
EMCG,Financial Services,Shell Companies,NGM,0.05
BODI,Communication Services,Internet Content & Information,NYQ,0.05
BOLD,Healthcare,Biotechnology,NMS,0.05
NINE,Energy,Oil & Gas Equipment & Services,NYQ,0.05
TORO,Industrials,Marine Shipping,NCM,0.05
SYPR,Consumer Cyclical,Auto Parts,NGM,0.05
SDIG,Financial Services,Capital Markets,NGM,0.05
GEG,Financial Services,Asset Management,NMS,0.05
ALVR,Healthcare,Biotechnology,NCM,0.05
FSEA,Financial Services,Banks - Regional,NCM,0.05
IZEA,Communication Services,Internet Content & Information,NCM,0.05
RPTX,Healthcare,Biotechnology,NMS,0.05
ANGH,Communication Services,Entertainment,NGM,0.05
LSB,Healthcare,Biotechnology,NCM,0.05
TOP,Financial Services,Capital Markets,NCM,0.05
MODD,Healthcare,Medical Devices,NCM,0.05
ISPO,Consumer Cyclical,Travel Services,NGM,0.05
MNY,Communication Services,Internet Content & Information,NGM,0.05
MOBX,Technology,Semiconductors,NGM,0.05
BEST,Industrials,Trucking,NYQ,0.05
AREC,Basic Materials,Coking Coal,NCM,0.05
MAIA,Healthcare,Biotechnology,ASE,0.05
MBOT,Healthcare,Medical Instruments & Supplies,NCM,0.05
FCUV,Technology,Scientific & Technical Instruments,NCM,0.05
JUNE,Industrials,Engineering & Construction,NCM,0.05
ESGL,Industrials,Waste Management,NCM,0.05
PVL,Energy,Oil & Gas E&P,NYQ,0.05
PXLW,Technology,Semiconductors,NGM,0.05
CTM,Technology,Information Technology Services,ASE,0.05
SSBI,Financial Services,Banks - Regional,NGM,0.05
OVID,Healthcare,Biotechnology,NMS,0.05
OPHC,Financial Services,Banks - Regional,ASE,0.05
CRWS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NCM,0.05
LGCL,Technology,Software - Application,NCM,0.05
YI,Healthcare,Medical Distribution,NGM,0.05
ZEPP,Technology,Consumer Electronics,NYQ,0.04
LGL,Technology,Electronic Components,ASE,0.04
YOTA,Financial Services,Shell Companies,NCM,0.04
GNS,Consumer Defensive,Education & Training Services,ASE,0.04
NXL,Healthcare,Medical Devices,NCM,0.04
HSON,Industrials,Staffing & Employment Services,NMS,0.04
NMTC,Healthcare,Medical Devices,NCM,0.04
INDO,Energy,Oil & Gas E&P,ASE,0.04
INKT,Healthcare,Biotechnology,NCM,0.04
MGLD,Financial Services,Asset Management,ASE,0.04
EBON,Technology,Computer Hardware,NMS,0.04
DALN,Communication Services,Publishing,NCM,0.04
PXS,Energy,Oil & Gas Midstream,NCM,0.04
CVKD,Healthcare,Biotechnology,NCM,0.04
SRZN,Healthcare,Biotechnology,NCM,0.04
TURN,Financial Services,Asset Management,NGM,0.04
EGF,Financial Services,Asset Management,NYQ,0.04
MXE,Financial Services,Asset Management,NYQ,0.04
VNCE,Consumer Cyclical,Apparel Manufacturing,NYQ,0.04
KSCP,Industrials,Security & Protection Services,NCM,0.04
